Titulo1=  Dados detalhados das AIH - por local internação - Brasil
Titulo2=Quantidade aprovada por Grupo procedimento segundo Município
Rodape=Período:Set/2023
Nomemapa=c:\tabwin\br_municip.map
"Município";"01 Ações de promoção e prevenção em saúde";"02 Procedimentos com finalidade diagnóstica";"03 Procedimentos clínicos";"04 Procedimentos cirúrgicos";"05 Transplantes de orgãos, tecidos e células";"06 Medicamentos";"07 Órteses, próteses e materiais especiais";"08 Ações complementares da atenção à saúde";"Total"
"314465 NINHEIRA";0;0;0;0;0;0;0;0;0
"314467 NOVA BELEM";0;0;0;0;0;0;0;0;0
"314470 NOVA ERA";0;503;592;1;0;0;0;162;1258
"314480 NOVA LIMA";0;7669;4092;279;0;26;73;638;12777
"314490 NOVA MODICA";0;0;0;0;0;0;0;0;0
"314500 NOVA PONTE";0;161;35;7;0;0;0;43;246
"314505 NOVA PORTEIRINHA";0;0;0;0;0;0;0;0;0
"314510 NOVA RESENDE";0;87;168;18;0;0;0;58;331
"314520 NOVA SERRANA";0;1335;1139;234;0;1;63;605;3377
"314530 NOVO CRUZEIRO";0;437;148;2;0;0;0;371;958
"314535 NOVO ORIENTE DE MINAS";0;0;0;0;0;0;0;0;0
"314537 NOVORIZONTE";0;0;0;0;0;0;0;0;0
"314540 OLARIA";0;0;0;0;0;0;0;0;0
"314545 OLHOS-D'AGUA";0;0;0;0;0;0;0;0;0
"314550 OLIMPIO NORONHA";0;0;0;0;0;0;0;0;0
"314560 OLIVEIRA";0;6939;3677;179;0;3;96;1391;12285
"314570 OLIVEIRA FORTES";0;0;0;0;0;0;0;0;0
"314580 ONCA DE PITANGUI";0;0;0;0;0;0;0;0;0
"314585 ORATORIOS";0;0;0;0;0;0;0;0;0
"314587 ORIZANIA";0;0;0;0;0;0;0;0;0
"314590 OURO BRANCO";0;2266;720;46;0;0;0;49;3081
"314600 OURO FINO";0;2846;457;82;0;7;19;409;3820
"314610 OURO PRETO";0;9640;2798;428;0;11;99;1219;14195
"314620 OURO VERDE DE MINAS";0;0;0;0;0;0;0;0;0
"314625 PADRE CARVALHO";0;0;0;0;0;0;0;0;0
"314630 PADRE PARAISO";0;469;76;40;0;0;0;282;867
"314640 PAINEIRAS";0;0;0;0;0;0;0;0;0
"314650 PAINS";0;0;13;4;0;0;0;0;17
"314655 PAI PEDRO";0;0;0;0;0;0;0;0;0
"314660 PAIVA";0;0;0;0;0;0;0;0;0
"314670 PALMA";0;24;37;0;0;0;0;31;92
"314675 PALMOPOLIS";0;0;0;0;0;0;0;0;0
"314690 PAPAGAIOS";0;0;0;0;0;0;0;0;0
"314700 PARACATU";0;12366;4362;401;0;61;0;2641;19831
"314710 PARA DE MINAS";0;10256;11167;1940;0;109;100;2129;25701
"314720 PARAGUACU";0;552;70;27;0;0;0;69;718
"314730 PARAISOPOLIS";0;471;227;11;0;0;0;19;728
"314740 PARAOPEBA";0;0;0;0;0;0;0;0;0
"314750 PASSABEM";0;0;3;0;0;0;0;0;3
"314760 PASSA QUATRO";0;880;258;41;0;0;0;125;1304
"314770 PASSA TEMPO";0;542;296;1;0;0;0;126;965
"314780 PASSA-VINTE";0;0;0;0;0;0;0;0;0
"314790 PASSOS";0;46041;10096;1566;48;199;742;4100;62792
"314795 PATIS";0;0;0;0;0;0;0;0;0
"314800 PATOS DE MINAS";0;21917;18075;888;13;98;175;4108;45274
"314810 PATROCINIO";0;9240;4127;450;0;31;179;2103;16130
"314820 PATROCINIO DO MURIAE";0;0;0;0;0;0;0;0;0
"314830 PAULA CANDIDO";0;0;0;0;0;0;0;0;0
"314840 PAULISTAS";0;0;0;0;0;0;0;0;0
"314850 PAVAO";0;0;0;0;0;0;0;0;0
"314860 PECANHA";0;2445;1982;170;0;0;2;751;5350
"314870 PEDRA AZUL";0;925;182;226;0;0;0;697;2030
"314875 PEDRA BONITA";0;0;0;0;0;0;0;0;0
"314880 PEDRA DO ANTA";0;0;0;0;0;0;0;0;0
"314890 PEDRA DO INDAIA";0;0;0;0;0;0;0;0;0
"314900 PEDRA DOURADA";0;0;0;0;0;0;0;0;0
"314910 PEDRALVA";0;169;57;0;0;0;0;20;246
"314915 PEDRAS DE MARIA DA CRUZ";0;0;0;0;0;0;0;0;0
"314920 PEDRINOPOLIS";0;0;0;0;0;0;0;0;0
"314930 PEDRO LEOPOLDO";0;1181;166;165;0;4;9;514;2039
"314940 PEDRO TEIXEIRA";0;0;0;0;0;0;0;0;0
"314950 PEQUERI";0;0;0;0;0;0;0;0;0
"314960 PEQUI";0;0;0;0;0;0;0;0;0
"314970 PERDIGAO";0;0;0;0;0;0;0;0;0
"314980 PERDIZES";0;241;116;13;0;0;0;13;383
"314990 PERDOES";0;1702;426;28;0;10;4;358;2528
"314995 PERIQUITO";0;0;0;0;0;0;0;0;0
"315000 PESCADOR";0;0;0;0;0;0;0;0;0
"315010 PIAU";0;0;0;0;0;0;0;0;0
"315015 PIEDADE DE CARATINGA";0;0;0;0;0;0;0;0;0
"315020 PIEDADE DE PONTE NOVA";0;0;0;0;0;0;0;0;0
"315030 PIEDADE DO RIO GRANDE";0;188;8;0;0;0;0;0;196
"315040 PIEDADE DOS GERAIS";0;0;0;0;0;0;0;0;0
"315050 PIMENTA";0;0;21;0;0;0;0;0;21
"315053 PINGO-D'AGUA";0;0;0;0;0;0;0;0;0
"315057 PINTOPOLIS";0;0;0;0;0;0;0;0;0
"315060 PIRACEMA";0;0;0;0;0;0;0;0;0
"315070 PIRAJUBA";0;0;0;0;0;0;0;0;0
"315080 PIRANGA";0;0;0;0;0;0;0;0;0
"315090 PIRANGUCU";0;0;0;0;0;0;0;0;0
"315100 PIRANGUINHO";0;0;0;0;0;0;0;0;0
"315110 PIRAPETINGA";0;336;238;16;0;0;0;90;680
"315120 PIRAPORA";0;6362;3741;747;0;8;73;1556;12487
"315130 PIRAUBA";0;0;0;0;0;0;0;0;0
"315140 PITANGUI";0;3717;501;42;0;0;0;698;4958
"315150 PIUMHI";0;4920;689;91;0;0;23;630;6353
"315160 PLANURA";0;0;0;0;0;0;0;0;0
"315170 POCO FUNDO";0;2650;1385;120;0;0;0;747;4902
"315180 POCOS DE CALDAS";0;36418;15016;4340;0;419;899;4265;61357
"315190 POCRANE";0;0;9;0;0;0;0;0;9
"315200 POMPEU";0;206;143;59;0;0;0;161;569
"315210 PONTE NOVA";2;18946;19002;781;0;15;408;4092;43246
"315213 PONTO CHIQUE";0;0;0;0;0;0;0;0;0
"315217 PONTO DOS VOLANTES";0;0;0;0;0;0;0;0;0
"315220 PORTEIRINHA";0;2185;204;104;0;0;1;537;3031
"315230 PORTO FIRME";0;0;0;0;0;0;0;0;0
"315240 POTE";0;305;53;0;0;0;0;216;574
"315250 POUSO ALEGRE";0;88578;19843;2007;61;785;1514;6484;119272
"315260 POUSO ALTO";0;291;212;1;0;0;0;162;666
"315270 PRADOS";0;133;26;0;0;0;0;118;277
"315280 PRATA";0;806;444;119;0;0;10;386;1765
"315290 PRATAPOLIS";0;154;32;0;0;0;0;24;210
"315300 PRATINHA";0;0;0;0;0;0;0;0;0
"315310 PRESIDENTE BERNARDES";0;0;6;0;0;0;0;0;6
"315320 PRESIDENTE JUSCELINO";0;0;0;0;0;0;0;0;0
"315330 PRESIDENTE KUBITSCHEK";0;0;0;0;0;0;0;0;0
"315340 PRESIDENTE OLEGARIO";0;0;30;34;0;0;0;0;64
"315350 ALTO JEQUITIBA";0;0;0;0;0;0;0;0;0
"315360 PRUDENTE DE MORAIS";0;0;0;0;0;0;0;0;0
"315370 QUARTEL GERAL";0;0;0;0;0;0;0;0;0
"315380 QUELUZITO";0;0;0;0;0;0;0;0;0
"315390 RAPOSOS";0;0;0;0;0;0;0;0;0
"315400 RAUL SOARES";0;351;361;45;0;0;0;193;950
"315410 RECREIO";0;44;41;16;0;0;0;0;101
"315415 REDUTO";0;0;0;0;0;0;0;0;0
"315420 RESENDE COSTA";0;397;1184;67;0;0;0;254;1902
"315430 RESPLENDOR";0;2561;2946;149;0;4;39;1283;6982
"315440 RESSAQUINHA";0;0;0;0;0;0;0;0;0
"315445 RIACHINHO";0;0;0;0;0;0;0;0;0
"315450 RIACHO DOS MACHADOS";0;0;0;0;0;0;0;0;0
"315460 RIBEIRAO DAS NEVES";0;8610;3659;167;0;0;0;1198;13634
"315470 RIBEIRAO VERMELHO";0;0;4;0;0;0;0;0;4
"315480 RIO ACIMA";0;0;0;0;0;0;0;0;0
"315490 RIO CASCA";0;86;9;34;0;0;0;55;184
"315500 RIO DOCE";0;0;0;0;0;0;0;0;0
"315510 RIO DO PRADO";0;0;0;0;0;0;0;0;0
"315520 RIO ESPERA";0;0;2;0;0;0;0;0;2
"315530 RIO MANSO";0;0;0;0;0;0;0;0;0
"315540 RIO NOVO";0;0;0;0;0;0;0;0;0
"315550 RIO PARANAIBA";0;364;30;18;0;0;0;149;561
"315560 RIO PARDO DE MINAS";0;225;76;53;0;3;0;221;578
"315570 RIO PIRACICABA";0;0;0;0;0;0;0;0;0
"315580 RIO POMBA";0;1995;361;260;0;0;9;266;2891
"315590 RIO PRETO";0;0;0;0;0;0;0;0;0
"315600 RIO VERMELHO";0;0;0;0;0;0;0;0;0
"315610 RITAPOLIS";0;0;0;0;0;0;0;0;0
"315620 ROCHEDO DE MINAS";0;0;0;0;0;0;0;0;0
"315630 RODEIRO";0;0;0;0;0;0;0;0;0
"315640 ROMARIA";0;0;0;0;0;0;0;0;0
"315645 ROSARIO DA LIMEIRA";0;0;0;0;0;0;0;0;0
"315650 RUBELITA";0;0;0;0;0;0;0;0;0
"315660 RUBIM";0;123;31;13;0;0;0;116;283
"315670 SABARA";0;2324;1120;0;0;0;0;449;3893
"315680 SABINOPOLIS";0;727;630;5;0;0;0;262;1624
"315690 SACRAMENTO";0;1030;442;178;0;2;30;399;2081
"315700 SALINAS";0;3856;2616;172;0;0;0;1063;7707
"315710 SALTO DA DIVISA";0;0;29;0;0;0;0;71;100
"315720 SANTA BARBARA";0;2041;130;55;0;2;0;417;2645
"315725 SANTA BARBARA DO LESTE";0;0;0;0;0;0;0;0;0
"315727 SANTA BARBARA DO MONTE VERDE";0;0;0;0;0;0;0;0;0
"315730 SANTA BARBARA DO TUGURIO";0;0;0;0;0;0;0;0;0
"315733 SANTA CRUZ DE MINAS";0;0;0;0;0;0;0;0;0
"315737 SANTA CRUZ DE SALINAS";0;0;0;0;0;0;0;0;0
"315740 SANTA CRUZ DO ESCALVADO";0;0;0;0;0;0;0;0;0
"315750 SANTA EFIGENIA DE MINAS";0;0;0;0;0;0;0;0;0
"315760 SANTA FE DE MINAS";0;0;0;0;0;0;0;0;0
"315765 SANTA HELENA DE MINAS";0;0;0;0;0;0;0;0;0
"315770 SANTA JULIANA";0;13;26;6;0;0;0;23;68
"315780 SANTA LUZIA";0;15121;3609;516;0;6;20;1588;20860
"315790 SANTA MARGARIDA";0;160;63;24;0;0;0;152;399
"315800 SANTA MARIA DE ITABIRA";0;28;7;0;0;0;0;0;35
"315810 SANTA MARIA DO SALTO";0;0;0;0;0;0;0;0;0
"315820 SANTA MARIA DO SUACUI";0;880;1048;30;0;0;0;68;2026
"315830 SANTANA DA VARGEM";0;0;0;0;0;0;0;0;0
"315840 SANTANA DE CATAGUASES";0;0;0;0;0;0;0;0;0
"315850 SANTANA DE PIRAPAMA";0;0;0;0;0;0;0;0;0
"315860 SANTANA DO DESERTO";0;0;0;0;0;0;0;0;0
"315870 SANTANA DO GARAMBEU";0;0;0;0;0;0;0;0;0
"315880 SANTANA DO JACARE";0;0;0;0;0;0;0;0;0
"315890 SANTANA DO MANHUACU";0;0;0;0;0;0;0;0;0
"315895 SANTANA DO PARAISO";0;0;0;0;0;0;0;0;0
"315900 SANTANA DO RIACHO";0;0;0;0;0;0;0;0;0
"315910 SANTANA DOS MONTES";0;0;0;0;0;0;0;0;0
"315920 SANTA RITA DE CALDAS";0;0;0;0;0;0;0;0;0
"315930 SANTA RITA DE JACUTINGA";0;80;117;0;0;0;0;47;244
"315935 SANTA RITA DE MINAS";0;0;0;0;0;0;0;0;0
"315940 SANTA RITA DE IBITIPOCA";0;0;0;0;0;0;0;0;0
"315950 SANTA RITA DO ITUETO";0;0;0;0;0;0;0;0;0
"315960 SANTA RITA DO SAPUCAI";0;14491;4714;955;0;3;51;599;20813
"315970 SANTA ROSA DA SERRA";0;0;0;0;0;0;0;0;0
"315980 SANTA VITORIA";0;17;52;31;0;0;0;33;133
"315990 SANTO ANTONIO DO AMPARO";0;2217;1299;150;0;0;31;567;4264
"316000 SANTO ANTONIO DO AVENTUREIRO";0;0;0;0;0;0;0;0;0
"316010 SANTO ANTONIO DO GRAMA";0;0;0;0;0;0;0;0;0
"316020 SANTO ANTONIO DO ITAMBE";0;0;0;0;0;0;0;0;0
"316030 SANTO ANTONIO DO JACINTO";0;0;0;0;0;0;0;0;0
"316040 SANTO ANTONIO DO MONTE";0;5966;1661;122;0;0;26;823;8598
"316045 SANTO ANTONIO DO RETIRO";0;0;0;0;0;0;0;0;0
"316050 SANTO ANTONIO DO RIO ABAIXO";0;0;0;0;0;0;0;0;0
"316060 SANTO HIPOLITO";0;0;0;0;0;0;0;0;0
"316070 SANTOS DUMONT";0;2269;1223;126;0;0;19;497;4134
"316080 SAO BENTO ABADE";0;0;0;0;0;0;0;0;0
"316090 SAO BRAS DO SUACUI";0;0;0;0;0;0;0;0;0
"316095 SAO DOMINGOS DAS DORES";0;0;0;0;0;0;0;0;0
"316100 SAO DOMINGOS DO PRATA";0;1160;440;18;0;0;0;320;1938
"316105 SAO FELIX DE MINAS";0;0;0;0;0;0;0;0;0
"316110 SAO FRANCISCO";0;292;277;158;0;4;0;564;1295
"316120 SAO FRANCISCO DE PAULA";0;0;0;0;0;0;0;0;0
"316130 SAO FRANCISCO DE SALES";0;0;0;0;0;0;0;0;0
"316140 SAO FRANCISCO DO GLORIA";0;0;0;0;0;0;0;0;0
"316150 SAO GERALDO";0;0;0;0;0;0;0;0;0
"316160 SAO GERALDO DA PIEDADE";0;0;0;0;0;0;0;0;0
"316165 SAO GERALDO DO BAIXIO";0;0;0;0;0;0;0;0;0
"316170 SAO GONCALO DO ABAETE";0;0;0;0;0;0;0;0;0
"316180 SAO GONCALO DO PARA";0;0;0;0;0;0;0;0;0
"316190 SAO GONCALO DO RIO ABAIXO";0;0;0;0;0;0;0;0;0
"316200 SAO GONCALO DO SAPUCAI";0;400;276;11;0;1;0;326;1014
"316210 SAO GOTARDO";0;991;438;129;0;10;12;184;1764
"316220 SAO JOAO BATISTA DO GLORIA";0;281;97;0;0;0;0;13;391
"316225 SAO JOAO DA LAGOA";0;0;0;0;0;0;0;0;0
"316230 SAO JOAO DA MATA";0;0;0;0;0;0;0;0;0
"316240 SAO JOAO DA PONTE";0;575;190;119;0;0;0;404;1288
"316245 SAO JOAO DAS MISSOES";0;0;0;0;0;0;0;0;0
"316250 SAO JOAO DEL REI";0;17701;9613;1905;0;45;148;3004;32416
"316255 SAO JOAO DO MANHUACU";0;0;0;0;0;0;0;0;0
"316257 SAO JOAO DO MANTENINHA";0;0;7;0;0;0;0;0;7
"316260 SAO JOAO DO ORIENTE";0;0;0;0;0;0;0;0;0
"316265 SAO JOAO DO PACUI";0;0;0;0;0;0;0;0;0
"316270 SAO JOAO DO PARAISO";0;694;105;21;0;1;0;367;1188
"316280 SAO JOAO EVANGELISTA";0;905;426;96;0;0;0;186;1613
"316290 SAO JOAO NEPOMUCENO";0;559;106;28;0;0;0;179;872
"316292 SAO JOAQUIM DE BICAS";0;0;0;0;0;0;0;0;0
"316294 SAO JOSE DA BARRA";0;0;0;0;0;0;0;0;0
"316295 SAO JOSE DA LAPA";0;0;0;0;0;0;0;0;0
"316300 SAO JOSE DA SAFIRA";0;0;0;0;0;0;0;0;0
"316310 SAO JOSE DA VARGINHA";0;0;0;0;0;0;0;0;0
"316320 SAO JOSE DO ALEGRE";0;0;0;0;0;0;0;0;0
"316330 SAO JOSE DO DIVINO";0;0;0;0;0;0;0;0;0
"316340 SAO JOSE DO GOIABAL";0;0;0;0;0;0;0;0;0
"316350 SAO JOSE DO JACURI";0;0;0;0;0;0;0;0;0
"316360 SAO JOSE DO MANTIMENTO";0;0;0;0;0;0;0;0;0
"316370 SAO LOURENCO";0;8596;4774;1803;0;89;241;2121;17624
"316380 SAO MIGUEL DO ANTA";0;0;0;0;0;0;0;0;0
"316390 SAO PEDRO DA UNIAO";0;107;62;0;0;0;0;37;206
"316400 SAO PEDRO DOS FERROS";0;0;0;0;0;0;0;0;0
"316410 SAO PEDRO DO SUACUI";0;0;0;0;0;0;0;0;0
"316420 SAO ROMAO";0;2;36;0;0;0;0;76;114
"316430 SAO ROQUE DE MINAS";0;0;5;0;0;0;0;0;5
"316440 SAO SEBASTIAO DA BELA VISTA";0;0;0;0;0;0;0;0;0
"316443 SAO SEBASTIAO DA VARGEM ALEGRE";0;0;0;0;0;0;0;0;0
"316447 SAO SEBASTIAO DO ANTA";0;0;0;0;0;0;0;0;0
"316450 SAO SEBASTIAO DO MARANHAO";0;0;0;0;0;0;0;0;0
"316460 SAO SEBASTIAO DO OESTE";0;0;0;0;0;0;0;0;0
"316470 SAO SEBASTIAO DO PARAISO";0;21250;15910;694;0;21;481;3127;41483
"316480 SAO SEBASTIAO DO RIO PRETO";0;0;0;0;0;0;0;0;0
"316490 SAO SEBASTIAO DO RIO VERDE";0;0;0;0;0;0;0;0;0
"316500 SAO TIAGO";0;601;52;0;0;0;0;95;748
"316510 SAO TOMAS DE AQUINO";0;0;0;0;0;0;0;0;0
"316520 SAO THOME DAS LETRAS";0;0;0;0;0;0;0;0;0
"316530 SAO VICENTE DE MINAS";0;181;170;3;0;0;0;4;358
"316540 SAPUCAI-MIRIM";0;0;0;0;0;0;0;0;0
"316550 SARDOA";0;0;0;0;0;0;0;0;0
"316553 SARZEDO";0;0;0;0;0;0;0;0;0
"316555 SETUBINHA";0;0;0;0;0;0;0;0;0
"316556 SEM-PEIXE";0;0;0;0;0;0;0;0;0
"316557 SENADOR AMARAL";0;0;0;0;0;0;0;0;0
"316560 SENADOR CORTES";0;0;0;0;0;0;0;0;0
"316570 SENADOR FIRMINO";0;49;13;0;0;0;0;0;62
"316580 SENADOR JOSE BENTO";0;0;0;0;0;0;0;0;0
"316590 SENADOR MODESTINO GONCALVES";0;0;0;0;0;0;0;0;0
"316600 SENHORA DE OLIVEIRA";0;0;0;0;0;0;0;0;0
"316610 SENHORA DO PORTO";0;0;0;0;0;0;0;0;0
"316620 SENHORA DOS REMEDIOS";0;0;0;0;0;0;0;0;0
"316630 SERICITA";0;0;0;0;0;0;0;0;0
"316640 SERITINGA";0;0;0;0;0;0;0;0;0
"316650 SERRA AZUL DE MINAS";0;0;0;0;0;0;0;0;0
"316660 SERRA DA SAUDADE";0;0;0;0;0;0;0;0;0
"316670 SERRA DOS AIMORES";0;0;0;0;0;0;0;0;0
"316680 SERRA DO SALITRE";0;108;86;57;0;0;1;64;316
"316690 SERRANIA";0;0;3;0;0;0;0;0;3
"316695 SERRANOPOLIS DE MINAS";0;0;0;0;0;0;0;0;0
"316700 SERRANOS";0;0;0;0;0;0;0;0;0
"316710 SERRO";0;839;871;255;0;4;49;380;2398
"316720 SETE LAGOAS";0;33940;19597;1072;2;113;461;4268;59453
"316730 SILVEIRANIA";0;0;0;0;0;0;0;0;0
"316740 SILVIANOPOLIS";0;0;0;0;0;0;0;0;0
"316750 SIMAO PEREIRA";0;0;0;0;0;0;0;0;0
"316760 SIMONESIA";0;0;0;0;0;0;0;0;0
"316770 SOBRALIA";0;0;0;0;0;0;0;0;0
"316780 SOLEDADE DE MINAS";0;0;0;0;0;0;0;0;0
"316790 TABULEIRO";0;0;0;0;0;0;0;0;0
"316800 TAIOBEIRAS";0;10806;3880;494;0;10;93;949;16232
"316805 TAPARUBA";0;0;0;0;0;0;0;0;0
"316810 TAPIRA";0;0;0;0;0;0;0;0;0
"316820 TAPIRAI";0;0;0;0;0;0;0;0;0
"316830 TAQUARACU DE MINAS";0;0;0;0;0;0;0;0;0
"316840 TARUMIRIM";0;81;149;95;0;0;1;81;407
"316850 TEIXEIRAS";0;0;0;0;0;0;0;0;0
"316860 TEOFILO OTONI";28;23510;12608;5453;0;189;675;5910;48373
"316870 TIMOTEO";0;3981;1581;156;0;11;58;943;6730
"316880 TIRADENTES";0;0;0;0;0;0;0;0;0
"316890 TIROS";0;47;11;0;0;0;0;9;67
"316900 TOCANTINS";0;0;0;0;0;0;0;0;0
"316905 TOCOS DO MOJI";0;0;0;0;0;0;0;0;0
"316910 TOLEDO";0;0;0;0;0;0;0;0;0
"316920 TOMBOS";0;248;19;0;0;0;0;2;269
"316930 TRES CORACOES";0;13296;6812;976;0;67;105;2382;23638
"316935 TRES MARIAS";0;1006;82;40;0;11;0;212;1351
"316940 TRES PONTAS";0;2977;2282;663;0;27;80;1082;7111
"316950 TUMIRITINGA";0;0;0;0;0;0;0;0;0
"316960 TUPACIGUARA";0;3750;524;59;0;0;0;407;4740
"316970 TURMALINA";0;1597;936;141;0;1;12;778;3465
"316980 TURVOLANDIA";0;0;0;0;0;0;0;0;0
"316990 UBA";0;18325;9912;789;0;31;181;3929;33167
"317000 UBAI";0;0;0;0;0;0;0;0;0
"317005 UBAPORANGA";0;0;0;0;0;0;0;0;0
"317010 UBERABA";0;38623;28110;2544;47;558;1182;9853;80917
"317020 UBERLANDIA";0;25962;56821;3154;84;1153;2114;19900;109188
"317030 UMBURATIBA";0;0;0;0;0;0;0;0;0
"317040 UNAI";0;8480;9661;2090;0;29;0;4000;24260
"317043 UNIAO DE MINAS";0;42;25;2;0;0;0;16;85
"317047 URUANA DE MINAS";0;0;0;0;0;0;0;0;0
"317050 URUCANIA";0;0;0;0;0;0;0;0;0
"317052 URUCUIA";0;25;241;31;0;0;0;191;488
"317057 VARGEM ALEGRE";0;0;0;0;0;0;0;0;0
"317060 VARGEM BONITA";0;0;0;0;0;0;0;0;0
"317065 VARGEM GRANDE DO RIO PARDO";0;0;0;0;0;0;0;0;0
"317070 VARGINHA";0;22494;7044;1453;11;91;703;4331;36127
"317075 VARJAO DE MINAS";0;0;0;0;0;0;0;0;0
"317080 VARZEA DA PALMA";0;208;36;33;0;0;0;116;393
"317090 VARZELANDIA";0;908;45;8;0;0;0;130;1091
"317100 VAZANTE";0;491;45;50;0;0;0;123;709
"317103 VERDELANDIA";0;0;0;0;0;0;0;0;0
"317107 VEREDINHA";0;0;0;0;0;0;0;0;0
"317110 VERISSIMO";0;0;0;0;0;0;0;0;0
"317115 VERMELHO NOVO";0;0;0;0;0;0;0;0;0
"317120 VESPASIANO";0;2;61;143;0;0;13;231;450
"317130 VICOSA";0;14276;12152;1210;0;46;108;3292;31084
"317140 VIEIRAS";0;0;0;0;0;0;0;0;0
"317150 MATHIAS LOBATO";0;0;0;0;0;0;0;0;0
"317160 VIRGEM DA LAPA";0;0;0;0;0;0;0;0;0
"317170 VIRGINIA";0;170;27;0;0;0;0;46;243
"317180 VIRGINOPOLIS";0;576;670;21;0;0;0;349;1616
"317190 VIRGOLANDIA";0;0;0;0;0;0;0;0;0
"317200 VISCONDE DO RIO BRANCO";0;3771;2770;78;0;2;13;1050;7684
"317210 VOLTA GRANDE";0;0;0;0;0;0;0;0;0
"317220 WENCESLAU BRAZ";0;0;0;0;0;0;0;0;0
" MUNICIPIO IGNORADO - ES";0;0;0;0;0;0;0;0;0
"320010 AFONSO CLAUDIO";0;1432;677;52;0;0;0;471;2632
"320013 AGUIA BRANCA";0;0;0;0;0;0;0;0;0
"320016 AGUA DOCE DO NORTE";0;0;0;0;0;0;0;0;0
"320020 ALEGRE";0;274;48;63;0;1;8;121;515
"320030 ALFREDO CHAVES";0;0;0;0;0;0;0;0;0
"320035 ALTO RIO NOVO";0;0;0;0;0;0;0;0;0
"320040 ANCHIETA";0;135;277;26;0;0;0;18;456
"320050 APIACA";0;0;0;0;0;0;0;0;0
"320060 ARACRUZ";0;0;0;0;0;0;0;0;0
"320070 ATILIO VIVACQUA";0;217;60;0;0;0;0;0;277
"320080 BAIXO GUANDU";0;748;374;46;0;0;5;92;1265
"320090 BARRA DE SAO FRANCISCO";0;3217;316;271;0;0;28;413;4245
"320100 BOA ESPERANCA";0;239;339;30;0;0;0;84;692
"320110 BOM JESUS DO NORTE";0;0;0;0;0;0;0;0;0
"320115 BREJETUBA";0;0;0;0;0;0;0;0;0
"320120 CACHOEIRO DE ITAPEMIRIM";0;86081;38567;2492;11;449;1028;19042;147670
"320130 CARIACICA";0;8141;21806;423;238;1132;0;3239;34979
"320140 CASTELO";0;45;146;98;0;0;3;168;460
"320150 COLATINA";0;32428;8630;1437;3;130;793;5943;49364
"320160 CONCEICAO DA BARRA";0;0;0;0;0;0;0;0;0
"320170 CONCEICAO DO CASTELO";0;0;0;0;0;0;0;0;0
"320180 DIVINO DE SAO LOURENCO";0;0;0;0;0;0;0;0;0
"320190 DOMINGOS MARTINS";0;2248;1887;28;0;0;0;436;4599
"320200 DORES DO RIO PRETO";0;0;0;0;0;0;0;0;0
"320210 ECOPORANGA";0;0;583;0;0;0;0;94;677
"320220 FUNDAO";0;0;0;0;0;0;0;0;0
"320225 GOVERNADOR LINDENBERG";0;0;0;0;0;0;0;0;0
"320230 GUACUI";0;4492;5804;256;0;6;48;1086;11692
"320240 GUARAPARI";0;2644;2375;169;0;10;5;1634;6837
"320245 IBATIBA";0;0;0;0;0;0;0;0;0
"320250 IBIRACU";0;0;0;0;0;0;0;0;0
"320255 IBITIRAMA";0;0;0;0;0;0;0;0;0
"320260 ICONHA";0;0;0;0;0;0;0;0;0
"320265 IRUPI";0;0;0;0;0;0;0;0;0
"320270 ITAGUACU";0;0;0;0;0;0;0;0;0
"320280 ITAPEMIRIM";0;8559;757;253;0;8;188;1657;11422
"320290 ITARANA";0;297;22;0;0;0;0;57;376
"320300 IUNA";0;654;120;41;0;1;0;627;1443
"320305 JAGUARE";0;0;0;0;0;0;0;0;0
"320310 JERONIMO MONTEIRO";0;1718;5711;671;0;0;28;906;9034
"320313 JOAO NEIVA";0;254;511;23;0;0;0;84;872
"320316 LARANJA DA TERRA";0;263;22;0;0;0;0;143;428
"320320 LINHARES";0;13944;12991;523;0;73;41;1871;29443
"320330 MANTENOPOLIS";0;0;0;0;0;0;0;0;0
"320332 MARATAIZES";0;0;0;0;0;0;0;0;0
"320334 MARECHAL FLORIANO";0;0;0;0;0;0;0;0;0
"320335 MARILANDIA";0;0;0;0;0;0;0;0;0
"320340 MIMOSO DO SUL";0;731;1226;30;0;0;0;329;2316
"320350 MONTANHA";0;150;166;0;0;0;0;38;354
"320360 MUCURICI";0;5;7;0;0;0;0;0;12
"320370 MUNIZ FREIRE";0;0;0;0;0;0;0;0;0
"320380 MUQUI";0;0;0;0;0;0;0;0;0
"320390 NOVA VENECIA";0;99;1781;41;0;0;0;1207;3128
"320400 PANCAS";0;0;67;0;0;0;0;30;97
"320405 PEDRO CANARIO";0;87;360;0;0;0;0;73;520
"320410 PINHEIROS";0;336;197;0;0;0;0;82;615
"320420 PIUMA";0;0;0;0;0;0;0;0;0
"320425 PONTO BELO";0;0;0;0;0;0;0;0;0
"320430 PRESIDENTE KENNEDY";0;0;0;0;0;0;0;0;0
"320435 RIO BANANAL";0;4;91;0;0;0;0;0;95
"320440 RIO NOVO DO SUL";0;0;0;0;0;0;0;0;0
"320450 SANTA LEOPOLDINA";0;666;276;127;0;0;0;188;1257
"320455 SANTA MARIA DE JETIBA";0;305;167;36;0;0;0;79;587
"320460 SANTA TERESA";0;1355;505;311;0;1;72;178;2422
"320465 SAO DOMINGOS DO NORTE";0;0;0;0;0;0;0;0;0
"320470 SAO GABRIEL DA PALHA";0;247;250;0;0;0;0;0;497
